UID,y
2775,135521.6696776541
2776,158069.1158598839
2777,161566.94638265896
2778,158745.7299548264
2779,138622.98627288092
2780,117407.34747073255
2781,157789.0156924896
2782,120547.2643869313
2783,139186.5050096028
2784,80932.81462065491
2785,158069.1158598839
2786,73659.29716342234
2787,93974.37741920061
2788,161847.04655005323
2789,199467.97050538997
2790,37476.50872002447
2791,33836.07912841164
2792,28562.809405451408
2793,134845.0555827116
2794,129167.45038170987
2795,158465.62978743212
2796,158069.1158598839
2797,158069.1158598839
2798,158745.7299548264
2799,56604.0170794353
2800,158806.20211623862
2801,174401.7662081645
2802,158745.7299548264
2803,11170.241224473706
2804,157789.0156924896
2805,105663.2899371433
2806,158745.7299548264
2807,165530.60413059016
2808,158806.20211623862
2809,180462.37733402758
2810,158465.62978743212
2811,174401.7662081645
2812,73559.99935168008
2813,158465.62978743212
2814,134564.95541531732
2815,128887.35021431558
2816,89196.5687900221
2817,161082.7827261126
2818,134564.95541531732
2819,134845.0555827116
2820,154454.4156234686
2821,88365.6319088614
2822,143574.98806294095
2823,161082.7827261126
2824,105943.39010453758
2825,158069.1158598839
2826,98225.11149052721
2827,58493.33103149641
2828,193573.46839296282
2829,64133.62211959449
2830,157789.0156924896
2831,50155.13671885575
2832,157789.0156924896
2833,158611.94482086107
2834,128463.62139361906
2835,162410.56528677512
2836,157789.0156924896
2837,159568.65908319788
2838,179027.81789937342
2839,129167.45038170987
2840,129167.45038170987
2841,157789.0156924896
2842,157789.0156924896
2843,158465.62978743212
2844,158465.62978743212
2845,57708.754343482615
2846,159719.3169728916
2847,126096.55034109508
2848,47418.51922153686
2849,158745.7299548264
2850,35531.451000596586
2851,69694.44604081928
2852,61486.68503365196
2853,62435.46828228265
2854,128887.35021431558
2855,135521.6696776541
2856,28807.0888653086
2857,158611.94482086107
2858,82324.74760300832
2859,-8108.185269245667
2860,79966.26201823901
2861,105663.2899371433
2862,158069.1158598839
2863,161566.94638265896
2864,158069.1158598839
2865,134845.0555827116
2866,157789.0156924896
2867,159999.4171402859
2868,102560.96264159634
2869,157789.0156924896
2870,159719.3169728916
2871,36550.9042553913
2872,158069.1158598839
2873,72807.18654256998
2874,158745.7299548264
2875,179027.81789937342
2876,114049.9011587676
2877,159845.48035808763
2878,174681.8663755588
2879,175372.75317302236
2880,128887.35021431558
2881,128887.35021431558
2882,157789.0156924896
2883,106743.31753802259
2884,128887.35021431558
2885,143651.9027728839
2886,157789.0156924896
2887,129524.51820327426
2888,157789.0156924896
2889,50655.976069798846
2890,128887.35021431558
2891,158069.1158598839
2892,129167.45038170987
2893,189047.86100744165
2894,129167.45038170987
2895,-34624.274936769536
2896,129218.08054868526
2897,157789.0156924896
2898,41446.01338028538
2899,159999.4171402859
2900,174491.73928793514
2901,119132.19992051293
2902,174681.8663755588
2903,159156.51658489567
2904,158465.62978743212
2905,158465.62978743212
2906,158069.1158598839
2907,192271.75109373528
2908,157789.0156924896
2909,89196.5687900221
2910,157789.0156924896
2911,150716.6947059335
2912,158069.1158598839
2913,161847.04655005323
2914,112017.0382712343
2915,93112.78945817558
2916,134334.5722016195
2917,157789.0156924896
2918,208994.79175056051
2919,157789.0156924896
2920,158069.1158598839
2921,162130.46511938082
2922,160802.19462042442
2923,199057.18387532065
2924,58493.33103149641
2925,135521.6696776541
2926,131179.14482777007
2927,158069.1158598839
2928,161847.04655005323
2929,88607.29935959386
2930,128887.35021431558
2931,199057.18387532065
2932,167667.45407040976
2933,12304.368083811773
2934,174401.7662081645
2935,145631.452728539
2936,158465.62978743212
2937,158465.62978743212
2938,158465.62978743212
2939,158465.62978743212
2940,169327.79098395724
2941,158069.1158598839
2942,105663.2899371433
2943,166487.31839292694
2944,132810.64356897824
2945,156089.61884845595
2946,127002.40829797098
2947,160802.6825587183
2948,122328.32849727284
2949,127187.95337028193
2950,159436.61675228993
2951,157789.0156924896
2952,157789.0156924896
2953,131179.14482777007
2954,209274.89191795478
2955,63489.48311104696
2956,158069.1158598839
2957,168550.08925064426
2958,117127.24730333827
2959,174401.7662081645
2960,158069.1158598839
2961,64214.09031324198
2962,128887.35021431558
2963,157789.0156924896
2964,58493.33103149641
2965,201473.5753767129
2966,60514.416084146505
2967,128449.34869109803
2968,157789.0156924896
2969,61218.346727043696
2970,89196.5687900221
2971,105943.39010453758
2972,166207.21822553268
2973,158069.1158598839
2974,104538.74449923789
2975,158465.62978743212
2976,121878.26491099832
2977,157789.0156924896
2978,12060.267550793113
2979,129167.45038170987
2980,151510.09414284115
2981,12304.368083811773
2982,166487.31839292694
2983,157789.0156924896
2984,88505.68199255854
2985,105943.39010453758
2986,199867.90887765103
2987,161056.96109846816
2988,80013.51645936657
2989,79197.3920191938
2990,133107.5819386972
2991,158892.04498825537
2992,158069.1158598839
2993,157789.0156924896
2994,157789.0156924896
2995,128887.35021431558
2996,134564.95541531732
2997,158806.20211623862
2998,73379.19699602804
2999,157789.0156924896
3000,48269.40779962361
3001,105943.39010453758
3002,148942.2329869744
3003,143574.98806294095
3004,88505.68199255854
3005,158745.7299548264
3006,175092.6530056281
3007,58493.33103149641
3008,159156.51658489567
3009,128887.35021431558
3010,174401.7662081645
3011,157789.0156924896
3012,158465.62978743212
3013,117127.24730333827
3014,51012.55316945031
3015,129167.45038170987
3016,158069.1158598839
3017,129498.18071607954
3018,80433.26964307929
3019,161453.8510244383
3020,208994.79175056051
3021,134564.95541531732
3022,158465.62978743212
3023,158745.7299548264
3024,122432.69353869004
3025,128887.35021431558
3026,160802.19462042442
3027,158745.7299548264
3028,158465.62978743212
3029,122432.69353869004
3030,-12552.9113945063
3031,158745.7299548264
3032,11569.49735032853
3033,164688.24232008314
3034,53332.12040123362
3035,158745.7299548264
3036,88225.58182516425
3037,134845.0555827116
3038,157789.0156924896
3039,151177.70593099223
3040,2308.156140191393
3041,158745.7299548264
3042,175092.6530056281
3043,67564.73834971574
3044,158465.62978743212
3045,151457.80609838653
3046,174401.7662081645
3047,158477.1672962968
3048,136495.25669571932
3049,89634.52513902368
3050,134564.95541531732
3051,158069.1158598839
3052,152186.70823778366
3053,150716.6947059335
3054,162537.93334751678
3055,135535.94238017514
3056,162388.92314209475
3057,158760.00265734742
3058,135241.56951025984
3059,133783.8452780503
3060,158465.62978743212
3061,159999.4171402859
3062,134845.0555827116
3063,159156.51658489567
3064,165530.60413059016
3065,158465.62978743212
3066,157789.0156924896
3067,157789.0156924896
3068,89306.00868478883
3069,74236.6134466226
3070,95949.65288009898
3071,159845.48035808763
3072,130943.81487991361
3073,74236.6134466226
3074,188767.76084004738
3075,192271.75109373528
3076,155096.7612477687
3077,134377.74141173274
3078,157789.0156924896
3079,12304.368083811773
3080,88225.58182516425
3081,128887.35021431558
3082,158745.7299548264
3083,85119.0210991585
3084,85311.61572472873
3085,209274.89191795478
3086,158465.62978743212
3087,136212.55647511766
3088,117127.24730333827
3089,112047.91338206678
3090,158465.62978743212
3091,50616.03924190207
3092,148942.2329869744
3093,88225.58182516425
3094,158465.62978743212
3095,117915.36368497473
3096,158757.26746369107
3097,166990.83997546724
3098,130782.63090022185
3099,167947.55423780403
3100,154825.35573047254
3101,166990.83997546724
3102,181701.22757346908
3103,174401.7662081645
3104,158465.62978743212
3105,157353.2593477027
3106,174401.7662081645
3107,129167.45038170987
3108,44658.33387350607
3109,157789.0156924896
3110,158069.1158598839
3111,154494.62539610287
3112,99561.95591544505
3113,118083.96156567507
3114,117127.24730333827
3115,91335.58917376079
3116,158465.62978743212
3117,172702.36936413086
3118,174681.8663755588
3119,129167.45038170987
3120,132832.2857136586
3121,128887.35021431558
3122,157789.0156924896
3123,158745.7299548264
3124,105663.2899371433
3125,129167.45038170987
3126,128887.35021431558
3127,157789.0156924896
3128,128887.35021431558
3129,162388.92314209475
3130,129167.45038170987
3131,181701.22757346908
3132,158745.7299548264
3133,208994.79175056051
3134,158745.7299548264
3135,156089.61884845595
3136,209671.40584550303
3137,129167.45038170987
3138,175372.75317302236
3139,160822.34626865736
3140,78656.90514487555
3141,173535.02502559836
3142,147115.2812485025
3143,39659.86432120661
3144,35043.31445637233
3145,47646.83111601086
3146,97872.12025604057
3147,129167.45038170987
3148,157789.0156924896
3149,81978.20188472317
3150,91488.36340347659
3151,129167.45038170987
3152,151177.70593099223
3153,161773.66952357616
3154,158745.7299548264
3155,102280.86247420206
3156,58796.1550684944
3157,153050.2806466791
3158,157789.0156924896
3159,157789.0156924896
3160,48560.94460520805
3161,11780.167383398832
3162,178056.83093451557
3163,128887.35021431558
3164,158069.1158598839
3165,128887.35021431558
3166,168824.37116421317
3167,129167.45038170987
3168,165543.70056287508
3169,44497.40090376916
3170,151906.60807038937
3171,26992.986344123492
3172,128887.35021431558
3173,138537.31577060735
3174,161453.8510244383
3175,152646.9959863355
3176,79056.80219702976
3177,158465.62978743212
3178,158745.7299548264
3179,14738.923053193503
3180,70128.91049333729
3181,74236.6134466226
3182,161082.7827261126
3183,158479.90248995315
3184,158745.7299548264
3185,134845.0555827116
3186,129167.45038170987
3187,158465.62978743212
3188,131179.14482777007
3189,105663.2899371433
3190,26542.35094949855
3191,106354.17673460685
3192,49965.08927233529
3193,79733.41629197227
3194,50986.07360001645
3195,157789.0156924896
3196,175504.79550393028
3197,73766.79109980949
3198,105663.2899371433
3199,133107.5819386972
3200,174401.7662081645
3201,160802.6825587183
3202,105574.62950782507
3203,157789.0156924896
3204,157789.0156924896
3205,174401.7662081645
3206,103193.31984118391
3207,128887.35021431558
3208,158465.62978743212
3209,105943.39010453758
3210,161161.61041151793
3211,158745.7299548264
3212,158745.7299548264
3213,192271.75109373528
3214,158745.7299548264
3215,141272.32576778025
3216,158745.7299548264
3217,157789.0156924896
3218,102560.96264159634
3219,189098.49117441708
3220,163936.34007384052
3221,98232.42844258292
3222,106472.87242972013
3223,160802.6825587183
3224,136212.55647511766
3225,128887.35021431558
3226,158465.62978743212
3227,80013.51645936657
3228,143768.2023401868
3229,158069.1158598839
3230,160711.9184258188
3231,76000.2565102683
3232,157789.0156924896
3233,158465.62978743212
3234,129167.45038170987
3235,55429.74372515154
3236,161847.04655005323
3237,117127.24730333827
3238,161056.96109846816
3239,158027.98081497877
3240,66438.68682371199
3241,158465.62978743212
3242,174401.7662081645
3243,193242.73805859307
3244,134564.95541531732
3245,156958.21688946098
3246,199467.97050538997
3247,129167.45038170987
3248,158792.03458034835
3249,169327.79098395724
3250,91613.92932674196
3251,121185.2781609019
3252,79056.80219702976
3253,158465.62978743212
3254,166487.31839292694
3255,134564.95541531732
3256,158465.62978743212
3257,135207.67813914467
3258,158745.7299548264
3259,161566.94638265896
3260,105663.2899371433
3261,158465.62978743212
3262,157789.0156924896
3263,58303.03227525737
3264,178336.93110190984
3265,159436.61675228993
3266,138509.8909146603
3267,105663.2899371433
3268,157789.0156924896
3269,168921.14125586924
3270,188767.76084004738
3271,228518.73177383863
3272,134845.0555827116
3273,158465.62978743212
3274,134564.95541531732
3275,174401.7662081645
3276,158745.7299548264
3277,52031.1491424809
3278,133739.9978190132
3279,162177.77688442293
3280,134845.0555827116
3281,158745.7299548264
3282,117127.24730333827
3283,165543.70056287508
3284,156089.61884845595
3285,158069.1158598839
3286,129167.45038170987
3287,160050.04730726127
3288,158069.1158598839
3289,166992.26261735908
3290,142178.45176641445
3291,107719.75460274133
3292,158069.1158598839
3293,158806.20211623862
3294,117407.34747073255
3295,157789.0156924896
3296,70750.3171420283
3297,165810.70429798443
3298,158745.7299548264
3299,157789.0156924896
3300,117407.34747073255
3301,159719.3169728916
3302,174401.7662081645
3303,-17428.234275522947
3304,159436.61675228993
3305,161566.94638265896
3306,129498.18071607954
3307,159156.51658489567
3308,161082.7827261126
3309,151177.70593099223
3310,161082.7827261126
3311,129167.45038170987
3312,129167.45038170987
3313,166990.83997546724
3314,95669.5527127047
3315,209274.89191795478
3316,160802.6825587183
3317,158745.7299548264
3318,164116.01112816273
3319,119888.48546490095
3320,79202.83156558349
3321,134564.95541531732
3322,158069.1158598839
3323,134845.0555827116
3324,128887.35021431558
3325,157789.0156924896
3326,158745.7299548264
3327,192271.75109373528
3328,158465.62978743212
3329,79336.90236442405
3330,129167.45038170987
3331,133107.5819386972
3332,164116.01112816273
3333,192551.85126112954
3334,111952.75219270462
3335,65082.02734532641
3336,74236.6134466226
3337,158745.7299548264
3338,199057.18387532065
3339,158069.1158598839
3340,167667.45407040976
3341,224740.8010836693
3342,199467.97050538997
3343,12492.800263280697
3344,175232.70308932522
3345,129167.45038170987
3346,105663.2899371433
3347,148936.92933205675
3348,174681.8663755588
3349,158465.62978743212
3350,128887.35021431558
3351,158745.7299548264
3352,147115.2812485025
3353,117127.24730333827
3354,157789.0156924896
3355,157789.0156924896
3356,209274.89191795478
3357,161056.96109846816
3358,158745.7299548264
3359,169729.63472181914
3360,151457.80609838653
3361,139243.45384454879
3362,168830.18941803853
3363,158232.61164159176
3364,88066.83484465342
3365,158745.7299548264
3366,158745.7299548264
3367,154523.76100906986
3368,158465.62978743212
3369,169207.47495925368
3370,101055.15751989093
3371,159568.65908319788
3372,170768.77066563658
3373,102957.47656914458
3374,192271.75109373528
3375,158465.62978743212
3376,158465.62978743212
3377,62037.521747418374
3378,161413.51306048228
3379,158069.1158598839
3380,156766.23294339847
3381,158745.7299548264
3382,158745.7299548264
3383,158745.7299548264
3384,71449.69141500912
3385,209274.89191795478
3386,208994.79175056051
3387,160802.6825587183
3388,95949.65288009898
3389,158745.7299548264
3390,136630.8312595901
3391,118083.96156567507
3392,79873.46637566944
3393,128887.35021431558
3394,189598.6977212081
3395,85257.68121568553
3396,174401.7662081645
3397,157789.0156924896
3398,208994.79175056051
3399,128887.35021431558
3400,157789.0156924896
3401,174401.7662081645
3402,53633.09238677553
3403,39309.088157052574
3404,141272.32576778025
3405,91174.84054995536
3406,173109.95618007722
3407,139744.70817659266
3408,128887.35021431558
3409,158477.1672962968
3410,159999.4171402859
3411,157789.0156924896
3412,90651.39353979556
3413,157789.0156924896
3414,158745.7299548264
3415,81113.26686262779
3416,158069.1158598839
3417,135241.56951025984
3418,57874.246308131405
3419,157789.0156924896
3420,128887.35021431558
3421,147016.57445203932
3422,109814.26673065644
3423,148662.13281958012
3424,130782.63090022185
3425,157789.0156924896
3426,158745.7299548264
3427,129167.45038170987
3428,175012.59670992848
3429,39366.56051120316
3430,158465.62978743212
3431,131179.14482777007
3432,135521.6696776541
3433,158465.62978743212
3434,102560.96264159634
3435,117127.24730333827
3436,157789.0156924896
3437,158069.1158598839
3438,208994.79175056051
3439,158069.1158598839
3440,158465.62978743212
3441,148662.13281958012
3442,93227.84842567859
3443,146817.02916314872
3444,158479.90248995315
3445,134541.2584532891
3446,174401.7662081645
3447,158745.7299548264
3448,86941.99326680892
3449,111267.7225662614
3450,72777.8806473813
3451,147395.38141589676
3452,173815.12519299262
3453,158745.7299548264
3454,158745.7299548264
3455,158069.1158598839
3456,130502.53073282757
3457,158069.1158598839
3458,208994.79175056051
3459,157789.0156924896
3460,135241.56951025984
3461,128887.35021431558
3462,158465.62978743212
3463,174681.8663755588
3464,129167.45038170987
3465,174681.8663755588
3466,168544.2709968189
3467,118048.26549060793
3468,138084.0562066136
3469,157789.0156924896
3470,157789.0156924896
3471,128887.35021431558
3472,143574.98806294095
3473,102280.86247420206
3474,117331.59992726441
3475,157789.0156924896
3476,136850.00819988624
3477,158745.7299548264
3478,105663.2899371433
3479,158069.1158598839
3480,159719.3169728916
3481,203645.83956782037
3482,136404.95691617875
3483,134401.8155208371
3484,25379.20909567677
3485,178605.15973022144
3486,95669.5527127047
3487,50155.13671885575
3488,72264.58137786796
3489,174401.7662081645
3490,188767.76084004738
3491,157789.0156924896
3492,117127.24730333827
3493,129167.45038170987
3494,60415.051611368595
3495,158745.7299548264
3496,158745.7299548264
3497,158465.62978743212
3498,167947.55423780403
3499,129167.45038170987
3500,157789.0156924896
3501,144913.45971481863
3502,127187.95337028193
3503,158465.62978743212
3504,158465.62978743212
3505,217862.47742128203
3506,199057.18387532065
3507,119860.32606387882
3508,57568.70425978547
3509,128887.35021431558
3510,105663.2899371433
3511,129167.45038170987
3512,158069.1158598839
3513,57708.754343482615
3514,128887.35021431558
3515,88505.68199255854
3516,157789.0156924896
3517,174401.7662081645
3518,105663.2899371433
3519,156089.61884845595
3520,159719.3169728916
3521,109328.12526909201
3522,192432.5961719961
3523,193094.68022210675
3524,102282.88388861524
3525,158069.1158598839
3526,158745.7299548264
3527,158069.1158598839
3528,129167.45038170987
3529,167947.55423780403
3530,174401.7662081645
3531,157789.0156924896
3532,158611.94482086107
3533,88734.78154363875
3534,157789.0156924896
3535,192551.85126112954
3536,161082.7827261126
3537,159076.46028919608
3538,51297.92225880853
3539,158745.7299548264
3540,158465.62978743212
3541,63126.64506115395
3542,111244.83968123805
3543,68306.34265986417
3544,157789.0156924896
3545,30620.203734986582
3546,151050.44614224782
3547,129167.45038170987
3548,158069.1158598839
3549,158069.1158598839
3550,158760.00265734742
3551,106634.27690200113
3552,157789.0156924896
3553,158745.7299548264
3554,129167.45038170987
3555,73379.19699602804
3556,138813.07005671615
3557,128887.35021431558
3558,167947.55423780403
3559,157789.0156924896
3560,174401.7662081645
3561,79733.41629197227
3562,158069.1158598839
3563,158069.1158598839
3564,157789.0156924896
3565,157789.0156924896
3566,160802.6825587183
3567,182143.3546462651
3568,209274.89191795478
3569,130466.43222697996
3570,159719.3169728916
3571,135521.6696776541
3572,158465.62978743212
3573,158745.7299548264
3574,-10790.002668434652
3575,139228.2025680709
3576,121409.29927025203
3577,158465.62978743212
3578,133934.84906013217
3579,80987.10347743175
3580,100887.9209044285
3581,151906.60807038937
3582,157789.0156924896
3583,158069.1158598839
3584,102560.96264159634
3585,138369.27466468752
3586,158465.62978743212
3587,181701.22757346908
3588,167842.7444911218
3589,192551.85126112954
3590,159156.51658489567
3591,164854.55199703755
3592,161566.94638265896
3593,177298.7708993704
3594,44317.202626310034
3595,199467.97050538997
3596,225417.41517861176
3597,157789.0156924896
3598,157789.0156924896
3599,157789.0156924896
3600,211205.19319835678
3601,199467.97050538997
3602,209274.89191795478
3603,157789.0156924896
3604,173815.12519299262
3605,93134.62342977786
3606,128887.35021431558
3607,174681.8663755588
3608,158745.7299548264
3609,180182.27716663328
3610,159156.51658489567
3611,100351.35689318311
3612,136772.4172706459
3613,158465.62978743212
3614,159719.3169728916
3615,159156.51658489567
3616,174401.7662081645
3617,105663.2899371433
3618,129167.45038170987
3619,158465.62978743212
3620,63242.2486865236
3621,102280.86247420206
3622,50155.13671885575
3623,157789.0156924896
3624,157789.0156924896
3625,191104.3256730397
3626,157789.0156924896
3627,29602.026112093663
3628,128887.35021431558
3629,118048.26549060793
3630,174401.7662081645
3631,158069.1158598839
3632,158069.1158598839
3633,135521.6696776541
3634,92754.08254913836
3635,158796.3601218018
3636,160802.6825587183
3637,188767.76084004738
3638,79336.90236442405
3639,55335.93910494348
3640,181701.22757346908
3641,129167.45038170987
3642,128887.35021431558
3643,158465.62978743212
3644,157789.0156924896
3645,158465.62978743212
3646,55955.40173726849
3647,138549.60924640385
3648,157789.0156924896
3649,157789.0156924896
3650,157789.0156924896
3651,177298.7708993704
3652,158069.1158598839
3653,158465.62978743212
3654,88505.68199255854
3655,73379.19699602804
3656,105663.2899371433
3657,129167.45038170987
3658,104491.26392199834
3659,209671.40584550303
3660,144633.3595474243
3661,60780.528924262
3662,158892.04498825537
3663,158479.90248995315
3664,136628.93865241614
3665,88505.68199255854
3666,192271.75109373528
3667,157789.0156924896
3668,158745.7299548264
3669,79056.80219702976
3670,158069.1158598839
3671,157789.0156924896
3672,46913.148767888015
3673,113597.62260780012
3674,158465.62978743212
3675,79733.41629197227
3676,156611.74238326377
3677,11751.098287759167
3678,129167.45038170987
3679,174681.8663755588
3680,142695.1885105471
3681,131179.14482777007
3682,209671.40584550303
3683,134845.0555827116
3684,153733.05570212693
3685,50155.13671885575
3686,128887.35021431558
3687,157789.0156924896
3688,30418.690290733328
3689,144141.02060461586
3690,147422.54830516438
3691,157789.0156924896
3692,50435.23688625004
3693,118083.96156567507
3694,132832.2857136586
3695,158745.7299548264
3696,136775.3568631136
3697,159296.5666685928
3698,28554.41814932056
3699,140444.87872851378
3700,158069.1158598839
3701,174401.7662081645
3702,87552.34590279529
3703,106634.27690200113
3704,129167.45038170987
3705,158745.7299548264
3706,129167.45038170987
3707,157302.6291807273
3708,129167.45038170987
3709,158745.7299548264
3710,158069.1158598839
3711,181701.22757346908
3712,174401.7662081645
3713,128887.35021431558
3714,188767.76084004738
3715,167032.11271004076
3716,159999.4171402859
3717,211073.32559669617
3718,78499.00079054247
3719,115358.74623954341
3720,158745.7299548264
3721,26227.223730167323
3722,118083.96156567507
3723,157789.0156924896
3724,79733.41629197227
3725,112442.1901385301
3726,161082.7827261126
3727,157789.0156924896
3728,79336.90236442405
3729,129710.27934268705
3730,158745.7299548264
3731,105663.2899371433
3732,188767.76084004738
3733,117915.36368497473
3734,158745.7299548264
3735,158465.62978743212
3736,158745.7299548264
3737,75181.76768432162
3738,158069.1158598839
3739,158069.1158598839
3740,197969.585123025
3741,174681.8663755588
3742,174681.8663755588
3743,172842.71727205708
3744,157789.0156924896
3745,159999.4171402859
3746,134564.95541531732
3747,111114.45822180778
3748,128887.35021431558
3749,129167.45038170987
3750,129167.45038170987
3751,156958.21688946098
3752,81153.26083860817
3753,158745.7299548264
3754,157789.0156924896
